Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CTRA.JK,CTRA.JK,CTRA.JK,CTRA.JK,CTRA.JK,CTRA.JK
Date,,,,,,
2000-10-30 00:00:00+00:00,68.04085540771484,79.88318634033203,79.88318634033203,76.19627380371094,79.88318634033203,195284
2000-11-06 00:00:00+00:00,70.13442993164062,82.34113311767578,83.57010650634766,79.88318634033203,79.88318634033203,1455482
2000-11-13 00:00:00+00:00,66.99407196044922,78.65422058105469,83.57010650634766,73.73832702636719,82.34113311767578,1454465
2000-11-20 00:00:00+00:00,62.80693435668945,73.73832702636719,73.73832702636719,68.82244110107422,68.82244110107422,92556
2000-11-27 00:00:00+00:00,58.61981964111328,68.82244110107422,73.73832702636719,66.36449432373047,73.73832702636719,798431
2000-12-04 00:00:00+00:00,54.43268585205078,63.906551361083984,76.19627380371094,63.906551361083984,68.82244110107422,1205274
2000-12-11 00:00:00+00:00,48.15199661254883,56.532718658447266,63.906551361083984,56.532718658447266,63.906551361083984,763848
2000-12-18 00:00:00+00:00,50.24556350708008,58.99066162109375,61.4486083984375,54.07477569580078,56.532718658447266,470920
2000-12-25 00:00:00+00:00,50.24556350708008,58.99066162109375,58.99066162109375,58.99066162109375,58.99066162109375,0
2001-01-01 00:00:00+00:00,48.15199661254883,56.532718658447266,58.99066162109375,56.532718658447266,58.99066162109375,152566
2001-01-08 00:00:00+00:00,41.871307373046875,49.15888595581055,58.99066162109375,49.15888595581055,56.532718658447266,2378001
2001-01-15 00:00:00+00:00,52.33912658691406,61.4486083984375,68.82244110107422,49.15888595581055,49.15888595581055,21749879
2001-01-22 00:00:00+00:00,50.24556350708008,58.99066162109375,61.4486083984375,56.532718658447266,61.4486083984375,2738059
2001-01-29 00:00:00+00:00,56.52625274658203,66.36449432373047,66.36449432373047,58.99066162109375,61.4486083984375,14864045
2001-02-05 00:00:00+00:00,52.33912658691406,61.4486083984375,66.36449432373047,61.4486083984375,66.36449432373047,2440045
2001-02-12 00:00:00+00:00,50.24556350708008,58.99066162109375,61.4486083984375,58.99066162109375,61.4486083984375,1632459
2001-02-19 00:00:00+00:00,54.43268585205078,63.906551361083984,68.82244110107422,58.99066162109375,58.99066162109375,9491669
2001-02-26 00:00:00+00:00,54.43268585205078,63.906551361083984,63.906551361083984,61.4486083984375,63.906551361083984,721130
2001-03-05 00:00:00+00:00,50.24556350708008,58.99066162109375,66.36449432373047,58.99066162109375,63.906551361083984,4509865
2001-03-12 00:00:00+00:00,46.05842590332031,54.07477569580078,58.99066162109375,54.07477569580078,58.99066162109375,575683
2001-03-19 00:00:00+00:00,50.24556350708008,58.99066162109375,61.4486083984375,41.78505325317383,54.07477569580078,5829055
2001-03-26 00:00:00+00:00,43.964866638183594,51.61682891845703,61.4486083984375,51.61682891845703,58.99066162109375,527879
2001-04-02 00:00:00+00:00,41.871307373046875,49.15888595581055,56.532718658447266,49.15888595581055,51.61682891845703,24667969
2001-04-09 00:00:00+00:00,41.871307373046875,49.15888595581055,51.61682891845703,46.70094299316406,51.61682891845703,11200414
2001-04-16 00:00:00+00:00,33.49703598022461,39.327110290527344,51.61682891845703,36.869163513183594,49.15888595581055,3381888
2001-04-23 00:00:00+00:00,35.59060287475586,41.78505325317383,41.78505325317383,39.327110290527344,39.327110290527344,3021831
2001-04-30 00:00:00+00:00,37.68417739868164,44.24299621582031,44.24299621582031,39.327110290527344,41.78505325317383,5097753
2001-05-07 00:00:00+00:00,33.49703598022461,39.327110290527344,46.70094299316406,39.327110290527344,44.24299621582031,4391879
2001-05-14 00:00:00+00:00,35.59060287475586,41.78505325317383,41.78505325317383,41.78505325317383,41.78505325317383,957098
2001-05-21 00:00:00+00:00,35.59060287475586,41.78505325317383,41.78505325317383,41.78505325317383,41.78505325317383,901158
2001-05-28 00:00:00+00:00,33.49703598022461,39.327110290527344,46.70094299316406,39.327110290527344,41.78505325317383,18956896
2001-06-04 00:00:00+00:00,33.49703598022461,39.327110290527344,39.327110290527344,36.869163513183594,39.327110290527344,2572270
2001-06-11 00:00:00+00:00,31.403467178344727,36.869163513183594,39.327110290527344,36.869163513183594,39.327110290527344,6548153
2001-06-18 00:00:00+00:00,37.68417739868164,44.24299621582031,44.24299621582031,36.869163513183594,36.869163513183594,18186943
2001-06-25 00:00:00+00:00,37.68417739868164,44.24299621582031,46.70094299316406,41.78505325317383,44.24299621582031,14661639
2001-07-02 00:00:00+00:00,37.68417739868164,44.24299621582031,46.70094299316406,44.24299621582031,46.70094299316406,4546480
2001-07-09 00:00:00+00:00,39.77774429321289,46.70094299316406,49.15888595581055,44.24299621582031,44.24299621582031,13470605
2001-07-16 00:00:00+00:00,39.77774429321289,46.70094299316406,46.70094299316406,44.24299621582031,46.70094299316406,3876205
2001-07-23 00:00:00+00:00,46.05842590332031,54.07477569580078,54.07477569580078,46.70094299316406,49.15888595581055,29162578
2001-07-30 00:00:00+00:00,46.05842590332031,54.07477569580078,68.82244110107422,54.07477569580078,54.07477569580078,38855637
2001-08-06 00:00:00+00:00,48.15199661254883,56.532718658447266,58.99066162109375,54.07477569580078,56.532718658447266,4404085
2001-08-13 00:00:00+00:00,50.24556350708008,58.99066162109375,61.4486083984375,58.99066162109375,58.99066162109375,4482403
2001-08-20 00:00:00+00:00,48.15199661254883,56.532718658447266,61.4486083984375,54.07477569580078,61.4486083984375,1613135
2001-08-27 00:00:00+00:00,46.05842590332031,54.07477569580078,58.99066162109375,51.61682891845703,58.99066162109375,1569399
2001-09-03 00:00:00+00:00,43.964866638183594,51.61682891845703,56.532718658447266,51.61682891845703,51.61682891845703,2433942
2001-09-10 00:00:00+00:00,41.871307373046875,49.15888595581055,51.61682891845703,49.15888595581055,49.15888595581055,4216936
2001-09-17 00:00:00+00:00,41.871307373046875,49.15888595581055,51.61682891845703,44.24299621582031,49.15888595581055,8317924
2001-09-24 00:00:00+00:00,41.871307373046875,49.15888595581055,49.15888595581055,49.15888595581055,49.15888595581055,4377640
2001-10-01 00:00:00+00:00,39.77774429321289,46.70094299316406,46.70094299316406,41.78505325317383,46.70094299316406,6108760
2001-10-08 00:00:00+00:00,37.68417739868164,44.24299621582031,46.70094299316406,41.78505325317383,41.78505325317383,517707
2001-10-15 00:00:00+00:00,37.68417739868164,44.24299621582031,46.70094299316406,44.24299621582031,44.24299621582031,154600
