Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK
Date,,,,,,
2003-12-22,348.106689453125,616.2013549804688,663.6014404296875,616.2013549804688,616.2013549804688,853373
2003-12-29,348.106689453125,616.2013549804688,651.7514038085938,616.2013549804688,616.2013549804688,1194089
2004-01-05,348.106689453125,616.2013549804688,628.0513916015625,580.6513061523438,616.2013549804688,10011579
2004-01-12,354.8011169433594,628.0513916015625,639.9014282226562,592.5012817382812,616.2013549804688,4247879
2004-01-19,348.106689453125,616.2013549804688,616.2013549804688,604.351318359375,616.2013549804688,2428262
2004-01-26,341.4123229980469,604.351318359375,616.2013549804688,604.351318359375,616.2013549804688,2282692
2004-02-02,334.7179870605469,592.5012817382812,604.351318359375,568.80126953125,604.351318359375,2522145
2004-02-09,341.4123229980469,604.351318359375,616.2013549804688,592.5012817382812,592.5012817382812,1415606
2004-02-16,354.8011169433594,628.0513916015625,651.7514038085938,592.5012817382812,604.351318359375,3432479
2004-02-23,334.7179870605469,592.5012817382812,628.0513916015625,592.5012817382812,628.0513916015625,3062227
2004-03-01,334.7179870605469,592.5012817382812,592.5012817382812,568.80126953125,592.5012817382812,2016871
2004-03-08,307.94049072265625,545.1011962890625,592.5012817382812,533.2511596679688,592.5012817382812,893455
2004-03-15,307.94049072265625,545.1011962890625,568.80126953125,533.2511596679688,568.80126953125,910333
2004-03-22,307.94049072265625,545.1011962890625,545.1011962890625,533.2511596679688,545.1011962890625,648731
2004-03-29,301.2461853027344,533.2511596679688,545.1011962890625,521.401123046875,533.2511596679688,3319611
2004-04-05,294.5518493652344,521.401123046875,533.2511596679688,521.401123046875,533.2511596679688,2152948
2004-04-12,287.8574523925781,509.5511169433594,533.2511596679688,509.5511169433594,533.2511596679688,1767926
2004-04-19,314.6349182128906,556.9512329101562,556.9512329101562,521.401123046875,521.401123046875,2121301
2004-04-26,348.106689453125,616.2013549804688,651.7514038085938,568.80126953125,568.80126953125,28629682
2004-05-03,334.7179870605469,592.5012817382812,628.0513916015625,580.6513061523438,616.2013549804688,5636062
2004-05-10,307.94049072265625,545.1011962890625,592.5012817382812,545.1011962890625,568.80126953125,1125523
2004-05-17,314.6349182128906,556.9512329101562,568.80126953125,497.7010803222656,568.80126953125,1654002
2004-05-24,301.2461853027344,533.2511596679688,556.9512329101562,509.5511169433594,556.9512329101562,671937
2004-05-31,287.8574523925781,509.5511169433594,533.2511596679688,509.5511169433594,533.2511596679688,360757
2004-06-07,287.8574523925781,509.5511169433594,533.2511596679688,509.5511169433594,509.5511169433594,809068
2004-06-14,281.1631164550781,497.7010803222656,509.5511169433594,497.7010803222656,509.5511169433594,332275
2004-06-21,281.1631164550781,497.7010803222656,497.7010803222656,474.00103759765625,497.7010803222656,3259483
2004-06-28,294.5518493652344,521.401123046875,533.2511596679688,485.85107421875,497.7010803222656,3580158
2004-07-05,314.8855895996094,545.1011962890625,556.9512329101562,521.401123046875,521.401123046875,2751048
2004-07-12,294.3495788574219,509.5511169433594,545.1011962890625,497.7010803222656,545.1011962890625,378689
2004-07-19,308.04022216796875,533.2511596679688,533.2511596679688,497.7010803222656,497.7010803222656,542190
2004-07-26,294.3495788574219,509.5511169433594,533.2511596679688,509.5511169433594,533.2511596679688,697253
2004-08-02,294.3495788574219,509.5511169433594,509.5511169433594,509.5511169433594,509.5511169433594,234174
2004-08-09,301.1949462890625,521.401123046875,545.1011962890625,509.5511169433594,509.5511169433594,1286914
2004-08-16,294.3495788574219,509.5511169433594,521.401123046875,509.5511169433594,521.401123046875,717295
2004-08-23,314.8855895996094,545.1011962890625,580.6513061523438,521.401123046875,521.401123046875,7508421
2004-08-30,328.57623291015625,568.80126953125,580.6513061523438,533.2511596679688,533.2511596679688,13310096
2004-09-06,335.421630859375,580.6513061523438,616.2013549804688,545.1011962890625,568.80126953125,21787923
2004-09-13,335.421630859375,580.6513061523438,592.5012817382812,568.80126953125,580.6513061523438,6054838
2004-09-20,349.1122741699219,604.351318359375,616.2013549804688,568.80126953125,580.6513061523438,7786901
2004-09-27,362.8030090332031,628.0513916015625,628.0513916015625,604.351318359375,616.2013549804688,8678249
2004-10-04,362.8030090332031,628.0513916015625,651.7514038085938,616.2013549804688,639.9014282226562,6340701
2004-10-11,355.95758056640625,616.2013549804688,628.0513916015625,616.2013549804688,628.0513916015625,677211
2004-10-18,355.95758056640625,616.2013549804688,616.2013549804688,604.351318359375,616.2013549804688,2954632
2004-10-25,369.6483154296875,639.9014282226562,639.9014282226562,604.351318359375,604.351318359375,4479946
2004-11-01,397.0296630859375,687.301513671875,699.1515502929688,628.0513916015625,628.0513916015625,19436664
2004-11-08,424.4111022949219,734.7015991210938,746.5516357421875,663.6014404296875,687.301513671875,18236245
2004-11-15,424.4111022949219,734.7015991210938,734.7015991210938,734.7015991210938,734.7015991210938,0
2004-11-22,444.94708251953125,770.251708984375,793.9517211914062,734.7015991210938,734.7015991210938,25150787
2004-11-29,431.25640869140625,746.5516357421875,782.1017456054688,746.5516357421875,770.251708984375,11206725
2004-12-06,410.72039794921875,711.0015869140625,758.4016723632812,687.301513671875,746.5516357421875,5112854
2004-12-13,410.72039794921875,711.0015869140625,722.8515625,675.4514770507812,699.1515502929688,4233110
2004-12-20,444.94708251953125,770.251708984375,782.1017456054688,711.0015869140625,722.8515625,4990493
2004-12-27,458.6377258300781,793.9517211914062,841.3518676757812,770.251708984375,770.251708984375,26576944
2005-01-03,449.0542297363281,777.3616943359375,815.2817993164062,777.3616943359375,786.8417358398438,5184585
2005-01-10,443.57806396484375,767.8817138671875,796.32177734375,758.4016723632812,763.1416625976562,3110750
2005-01-17,443.57806396484375,767.8817138671875,782.1017456054688,758.4016723632812,763.1416625976562,2472566
2005-01-24,446.3161315917969,772.6217041015625,786.8417358398438,767.8817138671875,767.8817138671875,5372348
2005-01-31,454.530517578125,786.8417358398438,791.5817260742188,767.8817138671875,772.6217041015625,3437754
2005-02-07,470.9594421386719,815.2817993164062,815.2817993164062,782.1017456054688,782.1017456054688,3434590
2005-02-14,468.2211608886719,810.5418090820312,820.0217895507812,805.8017578125,810.5418090820312,4624461
2005-02-21,460.00677490234375,796.32177734375,810.5418090820312,786.8417358398438,810.5418090820312,2845982
2005-02-28,495.6025390625,857.94189453125,857.94189453125,791.5817260742188,796.32177734375,7047451
2005-03-07,487.38800048828125,843.7218627929688,862.681884765625,843.7218627929688,862.681884765625,2216238
2005-03-14,498.34075927734375,862.681884765625,867.4219360351562,829.5018310546875,843.7218627929688,3970453
2005-03-21,498.34075927734375,862.681884765625,881.6419677734375,853.201904296875,862.681884765625,4608638
2005-03-28,468.2211608886719,810.5418090820312,867.4219360351562,810.5418090820312,867.4219360351562,1456746
2005-04-04,473.69732666015625,820.0217895507812,824.7618408203125,805.8017578125,815.2817993164062,286917
2005-04-11,468.2211608886719,810.5418090820312,820.0217895507812,796.32177734375,796.32177734375,552739
2005-04-18,451.7923583984375,782.1017456054688,810.5418090820312,772.6217041015625,810.5418090820312,1189869
2005-04-25,432.6253967285156,748.921630859375,782.1017456054688,744.181640625,772.6217041015625,1053792
2005-05-02,446.3161315917969,772.6217041015625,772.6217041015625,748.921630859375,748.921630859375,151897
2005-05-09,440.8399353027344,763.1416625976562,786.8417358398438,758.4016723632812,772.6217041015625,341768
2005-05-16,457.2686462402344,791.5817260742188,796.32177734375,758.4016723632812,767.8817138671875,832274
2005-05-23,457.2686462402344,791.5817260742188,791.5817260742188,767.8817138671875,791.5817260742188,367086
2005-05-30,440.8399353027344,763.1416625976562,805.8017578125,763.1416625976562,786.8417358398438,721515
2005-06-06,473.69732666015625,820.0217895507812,834.2418212890625,772.6217041015625,777.3616943359375,2294297
2005-06-13,495.6025390625,857.94189453125,862.681884765625,801.061767578125,820.0217895507812,4184589
2005-06-20,481.91192626953125,834.2418212890625,900.6019897460938,829.5018310546875,862.681884765625,9791115
