Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IDR=X,IDR=X,IDR=X,IDR=X,IDR=X,IDR=X
Date,,,,,,
2001-06-25 00:00:00+00:00,11390.0,11390.0,11565.0,11265.0,11441.0,0
2001-07-02 00:00:00+00:00,11330.0,11330.0,11490.0,11188.0,11315.0,0
2001-07-09 00:00:00+00:00,11330.0,11330.0,11475.0,11223.0,11330.0,0
2001-07-16 00:00:00+00:00,11140.0,11140.0,11465.0,11020.0,11340.0,0
2001-07-23 00:00:00+00:00,10050.0,10050.0,11240.0,9780.0,11140.0,0
2001-07-30 00:00:00+00:00,9495.0,9495.0,10150.0,9265.0,10050.0,0
2001-08-06 00:00:00+00:00,9110.0,9110.0,9530.0,9010.0,9390.0,0
2001-08-13 00:00:00+00:00,8750.0,8750.0,9210.0,8325.0,9110.0,0
2001-08-20 00:00:00+00:00,8695.0,8695.0,8850.0,8343.0,8565.0,0
2001-08-27 00:00:00+00:00,8863.0,8863.0,9330.0,8595.0,8700.0,0
2001-09-03 00:00:00+00:00,9150.0,9150.0,9260.0,8763.0,9055.0,0
2001-09-10 00:00:00+00:00,9110.0,9110.0,9490.0,8685.0,9060.0,0
2001-09-17 00:00:00+00:00,9415.0,9415.0,9750.0,9010.0,9275.0,0
2001-09-24 00:00:00+00:00,9708.0,9708.0,9820.0,9315.0,9480.0,0
2001-10-01 00:00:00+00:00,9865.0,9865.0,10200.0,9625.0,10035.0,0
2001-10-08 00:00:00+00:00,9970.0,9970.0,10275.0,9765.0,9865.0,0
2001-10-15 00:00:00+00:00,10090.0,10090.0,10290.0,9850.0,10000.0,0
2001-10-22 00:00:00+00:00,10260.0,10260.0,10465.0,9965.0,10110.0,0
2001-10-29 00:00:00+00:00,10675.0,10675.0,10805.0,10160.0,10265.0,0
2001-11-05 00:00:00+00:00,10410.0,10410.0,11025.0,10200.0,10925.0,0
2001-11-12 00:00:00+00:00,10608.0,10608.0,10918.0,10310.0,10685.0,0
2001-11-19 00:00:00+00:00,10495.0,10495.0,10735.0,10325.0,10565.0,0
2001-11-26 00:00:00+00:00,10450.0,10450.0,10595.0,10270.0,10375.0,0
2001-12-03 00:00:00+00:00,10365.0,10365.0,10583.0,10230.0,10475.0,0
2001-12-10 00:00:00+00:00,10195.0,10195.0,10465.0,9880.0,10235.0,0
2001-12-17 00:00:00+00:00,10190.0,10190.0,10300.0,9985.0,10195.0,0
2001-12-24 00:00:00+00:00,10455.0,10455.0,10590.0,10090.0,10425.0,0
2001-12-31 00:00:00+00:00,10428.0,10428.0,10600.0,10195.0,10435.0,0
2002-01-07 00:00:00+00:00,10427.0,10427.0,10538.0,10290.0,10390.0,0
2002-01-14 00:00:00+00:00,10396.0,10396.0,10580.0,10275.0,10408.0,0
2002-01-21 00:00:00+00:00,10435.0,10435.0,10580.0,10283.0,10383.0,0
2002-01-28 00:00:00+00:00,10325.0,10325.0,10535.0,10195.0,10405.0,0
2002-02-04 00:00:00+00:00,10250.0,10250.0,10435.0,10150.0,10320.0,0
2002-02-11 00:00:00+00:00,10247.0,10247.0,10365.0,10065.0,10193.0,0
2002-02-18 00:00:00+00:00,10215.0,10215.0,10360.0,10078.0,10245.0,0
2002-02-25 00:00:00+00:00,10100.0,10100.0,10315.0,9990.0,10195.0,0
2002-03-04 00:00:00+00:00,10015.0,10015.0,10160.0,9800.0,9983.0,0
2002-03-11 00:00:00+00:00,9995.0,9995.0,10095.0,9845.0,9975.0,0
2002-03-18 00:00:00+00:00,9825.0,9825.0,10095.0,9713.0,9973.0,0
2002-03-25 00:00:00+00:00,9825.0,9825.0,9970.0,9400.0,9715.0,0
2002-04-01 00:00:00+00:00,9585.0,9585.0,9950.0,9415.0,9805.0,0
2002-04-08 00:00:00+00:00,9545.0,9545.0,9765.0,9410.0,9525.0,0
2002-04-15 00:00:00+00:00,9320.0,9320.0,9563.0,9220.0,9375.0,0
2002-04-22 00:00:00+00:00,9305.0,9305.0,9535.0,9145.0,9288.0,0
