Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,,
1990-01-01 00:00:00+00:00,352.20001220703125,352.20001220703125,360.5899963378906,351.3500061035156,353.3999938964844,689930000
1990-01-08 00:00:00+00:00,339.92999267578125,339.92999267578125,354.239990234375,339.489990234375,352.20001220703125,809580000
1990-01-15 00:00:00+00:00,339.1499938964844,339.1499938964844,342.010009765625,333.3699951171875,339.92999267578125,861310000
1990-01-22 00:00:00+00:00,325.79998779296875,325.79998779296875,339.9599914550781,321.44000244140625,339.1400146484375,905970000
1990-01-29 00:00:00+00:00,330.9200134277344,330.9200134277344,332.1000061035156,319.8299865722656,325.79998779296875,845440000
1990-02-05 00:00:00+00:00,333.6199951171875,333.6199951171875,336.0899963378906,326.54998779296875,330.9200134277344,774880000
1990-02-12 00:00:00+00:00,332.7200012207031,332.7200012207031,335.6400146484375,327.9200134277344,333.6199951171875,742870000
1990-02-19 00:00:00+00:00,324.1499938964844,324.1499938964844,332.7200012207031,322.1000061035156,332.7200012207031,639350000
1990-02-26 00:00:00+00:00,335.5400085449219,335.5400085449219,335.5400085449219,323.9800109863281,324.1600036621094,808150000
1990-03-05 00:00:00+00:00,337.92999267578125,337.92999267578125,340.6600036621094,333.489990234375,335.5400085449219,768640000
1990-03-12 00:00:00+00:00,341.9100036621094,341.9100036621094,341.9100036621094,334.92999267578125,337.92999267578125,772220000
1990-03-19 00:00:00+00:00,337.2200012207031,337.2200012207031,344.489990234375,333.6199951171875,341.9100036621094,758610000
1990-03-26 00:00:00+00:00,339.94000244140625,339.94000244140625,342.5799865722656,337.0299987792969,337.2200012207031,661550000
1990-04-02 00:00:00+00:00,340.0799865722656,340.0799865722656,344.1199951171875,336.3299865722656,339.94000244140625,719860000
1990-04-09 00:00:00+00:00,344.3399963378906,344.3399963378906,344.7900085449219,339.8800048828125,340.0799865722656,534540000
1990-04-16 00:00:00+00:00,335.1199951171875,335.1199951171875,347.29998779296875,333.4100036621094,344.3399963378906,745120000
